time_s,q1_master_rad,q1_slave_rad,e1_rad,q2_master_rad,q2_slave_rad,e2_rad,q3_master_rad,q3_slave_rad,e3_rad,q4_master_rad,q4_slave_rad,e4_rad,q5_master_rad,q5_slave_rad,e5_rad,q6_master_rad,q6_slave_rad,e6_rad
0.0,0.02649785009897281,0.041305886641082534,-0.014808036542109725,0.2922188570004614,0.3101935426063161,-0.01797468560585469,0.591978197109822,0.6123961904787701,-0.020417993368948117,0.8272808232704012,0.8501296545351086,-0.02284883126470738,1.074403684565277,1.0944146424706995,-0.02001095790542262,1.1807830532458026,1.1922567083909597,-0.01147365514515708
0.02,0.03497971843454592,0.04471247992919134,-0.009732761494645421,0.30342499671619416,0.3155543076235945,-0.012129310907400326,0.6039882375178988,0.6177629826488948,-0.01377474513099608,0.840810597342858,0.8556175758640547,-0.014806978521196723,1.0826499334153041,1.0971589665109973,-0.01450903309569318,1.179490080051991,1.1919682610679563,-0.012478181015965317
0.04,0.04345806530313806,0.04827051675270654,-0.004812451449568482,0.31455845927543213,0.32043607776287547,-0.005877618487443337,0.6157946434238252,0.6231253386572624,-0.007330695233437212,0.8539656000952556,0.8608221904392966,-0.006856590344041069,1.0902706140321332,1.1001720423952832,-0.00990142836315,1.177325981804185,1.191451335962115,-0.014125354157930037
0.06,0.051930636126415214,0.05182533502706396,0.00010530109935125154,0.325614868347859,0.3252545369197027,0.00036033142815633523,0.6273904833100127,0.6280025683601995,-0.0006120850501868391,0.8667347807018365,0.8661832831667741,0.0005514975350624507,1.0972532809259263,1.102477177119045,-0.005223896193118582,1.1742802319640668,1.19033023646913,-0.01605000450506311
0.08,0.06039517850671758,0.0550371061250496,0.00535807238166798,0.33658987635253323,0.3302889534153316,0.006300922937201636,0.6387689317605797,0.6325392297555966,0.006229702004983073,0.8791073463040424,0.8715226927533638,0.007584653550678611,1.1035860537829094,1.105179080994278,-0.0015930272113686694,1.170343350119906,1.1890918567547972,-0.018748506634891138
0.1,0.06884944328539623,0.05919790441933673,0.009651538866059503,0.3474791674751057,0.3345782374204163,0.012900930054689397,0.6499232764484213,0.6366358301749492,0.013287446273472114,0.8910727774512797,0.8761510265426912,0.014921750908588494,1.1092576442346873,1.1073941101592029,0.001863534075484452,1.165506943055259,1.186482554947828,-0.020975611892569024
0.12,0.07729118559903113,0.06785432873339019,0.009436856865640941,0.35827846066286895,0.3454639950721567,0.012814465590712254,0.6608469250176329,0.648076019640644,0.012770905376988884,0.902620843207183,0.888630892603301,0.013989950603882084,1.1142573816761268,1.1137617015722978,0.0004956801038289438,1.159763743515455,1.1829655438414248,-0.023201800325969746
0.14,0.0857181659328282,0.07618969883643356,0.009528467096394641,0.36898351259474277,0.35625280933857917,0.0127307032561636,0.6715334118519624,0.6587794400821012,0.01275397176986115,0.9137416158940262,0.9008294992453181,0.012912116648708172,1.1185752380689553,1.1197557225837407,-0.0011804845147853626,1.1531076465450587,1.178557680524057,-0.025450033978998254
0.16,0.09412815117049438,0.08483080852040416,0.009297342650090218,0.3795901206233205,0.3668444077213199,0.012745712902000605,0.6819764047201076,0.669138178422118,0.012838226297989586,0.924425485448562,0.9123755592567363,0.012049926191825655,1.1222018516704797,1.125605467651801,-0.0034036159813213285,1.145533743276282,1.173368594505729,-0.027834851229447066
0.18,0.1025189156398929,0.09343397136574082,0.009084944274152087,0.3900941256861327,0.37750467028964046,0.012589455396492255,0.692169711288846,0.6794519218171252,0.012717789471720753,0.9346631733632472,0.9236037849579674,0.011059388405279869,1.1251285496292183,1.1296964393485547,-0.004567889719336415,1.13703835205549,1.1667360714508361,-0.029697719395346045
