time_s,q1_master_rad,q1_slave_rad,e1_rad,q2_master_rad,q2_slave_rad,e2_rad,q3_master_rad,q3_slave_rad,e3_rad,q4_master_rad,q4_slave_rad,e4_rad,q5_master_rad,q5_slave_rad,e5_rad,q6_master_rad,q6_slave_rad,e6_rad
0.0,0.02649785009897281,0.045069089639990775,-0.018571239541017966,0.2922188570004614,0.3169942316150307,-0.0247753746145693,0.591978197109822,0.6206310993647886,-0.028652902254966528,0.8272808232704012,0.8624502929830326,-0.03516946971263135,1.074403684565277,1.1029789566897612,-0.028575272124484297,1.1807830532458026,1.1987272634807231,-0.017944210234920543
0.02,0.03497971843454592,0.04868905724423393,-0.013709338809688013,0.30342499671619416,0.32167066912017334,-0.018245672403979174,0.6039882375178988,0.6250208165633072,-0.02103257904540845,0.840810597342858,0.8669682291775758,-0.026157631834717754,1.0826499334153041,1.105701411206004,-0.023051477790699826,1.179490080051991,1.1979638508358534,-0.018473770783862475
0.04,0.04345806530313806,0.05139184766998245,-0.007933782366844389,0.31455845927543213,0.32565782870213333,-0.0110993694267012,0.6157946434238252,0.6297788749422174,-0.013984231518392232,0.8539656000952556,0.87144017965914,-0.01747457956388443,1.0902706140321332,1.1083689543842914,-0.018098340352158182,1.177325981804185,1.1968237910401032,-0.01949780923591815
0.06,0.051930636126415214,0.054311018323987645,-0.002380382197572431,0.325614868347859,0.3299229682694067,-0.004308099921547681,0.6273904833100127,0.6340512001661934,-0.006660716856180748,0.8667347807018365,0.8756513902969986,-0.00891660959516205,1.0972532809259263,1.110679105981718,-0.013425825055791707,1.1742802319640668,1.1962278268702045,-0.021947594906137624
0.08,0.06039517850671758,0.05759274038467193,0.0028024381220456487,0.33658987635253323,0.3339206720488449,0.002669204303688333,0.6387689317605797,0.637740916747571,0.001028015013008643,0.8791073463040424,0.879226775006402,-0.00011942870235959191,1.1035860537829094,1.1128260444059594,-0.009239990623050032,1.170343350119906,1.195117565915691,-0.02477421579578487
0.1,0.06884944328539623,0.06168486033579683,0.007164582949599402,0.3474791674751057,0.3383106099733718,0.009168557501733898,0.6499232764484213,0.6420427728712517,0.007880503577169629,0.8910727774512797,0.8829042143619323,0.008168563089347325,1.1092576442346873,1.1150154524006775,-0.0057578081659901414,1.165506943055259,1.1937709707916986,-0.028264027736439656
0.12,0.07729118559903113,0.07083622134356507,0.0064549642554660586,0.35827846066286895,0.35021634798056256,0.008062112682306388,0.6608469250176329,0.6533342607144902,0.00751266430314268,0.902620843207183,0.8957581693008996,0.0068626739062834785,1.1142573816761268,1.121377184679691,-0.007119803003564185,1.159763743515455,1.1909852463389732,-0.0312215028235181
0.14,0.0857181659328282,0.07986390245477726,0.0058542634780509445,0.36898351259474277,0.3609677105221569,0.008015802072585843,0.6715334118519624,0.6654908264153384,0.006042585436623948,0.9137416158940262,0.9083967083368353,0.00534490755719097,1.1185752380689553,1.1272231092446963,-0.008647871175740951,1.1531076465450587,1.1863102169730708,-0.03320257042801211
0.16,0.09412815117049438,0.08818888352156502,0.005939267648929353,0.3795901206233205,0.3713774531638087,0.008212667459511769,0.6819764047201076,0.6760813070027342,0.005895097717373399,0.924425485448562,0.9199098460693549,0.00451563937920707,1.1222018516704797,1.1325447030484908,-0.010342851378011053,1.145533743276282,1.1816311701764062,-0.036097426900124185
0.18,0.1025189156398929,0.09753443031066134,0.004984485329231569,0.3900941256861327,0.38281709531474073,0.00727703037139199,0.692169711288846,0.6865056078919376,0.005664103396908371,0.9346631733632472,0.9312720098521042,0.0033911635111429916,1.1251285496292183,1.1369531177973475,-0.011824568168129268,1.13703835205549,1.1753966230157624,-0.038358270960272334
